ticker,filing_type,filing_date,item,item_label,chunk_index,text,source_file
TXT,8-K,2009-12-09,2.02,Results of Operations and Financial Condition (8-K),0,"On December 9, 2009, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third fiscal quarter ended November 1, 2009 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. EST on December 9, 2009 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-09-069554.txt
TXT,8-K,2010-03-25,2.02,Results of Operations and Financial Condition (8-K),0,"On March 25, 2010, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended January 31, 2010 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on March 25, 2010 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-10-027997.txt
TXT,8-K,2010-06-10,2.02,Results of Operations and Financial Condition (8-K),0,"On June 10, 2010, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first fiscal quarter ended May 2, 2010 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on June 10, 2010 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-10-057103.txt
TXT,8-K,2010-06-10,7.01,Regulation FD Disclosure (8-K),0,"Under the plan Mr. Wilson proposes to adopt, he would sell up to 3 million shares of the Company’s common stock over a period of up to two years. The shares sold under the plan would include shares of the Company’s common stock issuable upon the exchange of exchangeable shares of Lulu Canadian Holding, Inc. held by Mr. Wilson. Lulu Canadian Holding, Inc. is an indirect wholly-owned subsidiary of the Company. Exchangeable shares of Lulu Canadian Holding, Inc. may be exchanged on a one-for-one basis for shares of the Company’s common stock. If Mr. Wilson completed all the planned sales under this Rule 10b5-1 trading plan, he would beneficially own approximately 21.3 million shares (approximately 30.1%) of the Company’s outstanding common stock and common stock issuable upon exchange of exchangeable shares. On June 8, 2010, Dennis J. Wilson, founder and Chairman of the Board of Directors of lululemon athletica inc. (the “Company”) informed the Company that he intends to establish a pre-arranged stock trading plan to sell a portion of his stock in the Company over time as part of his individual long-term strategy for asset diversification and liquidity. Mr. Wilson indicated that he intends to adopt the stock trading plan in accordance with guidelines specified under Rule 10b5-1 of the Securities Exchange Act of 1934 and the Company’s policies regarding stock transactions.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-10-057107.txt
TXT,8-K,2010-07-06,8.01,Other Events (8-K),0,"On July 6, 2010, lululemon athletica inc. (the “Company”) filed with the U.S. Securities and Exchange Commission a prospectus supplement dated July 6, 2010 (the “Prospectus Supplement”) to its prospectus dated July 6, 2010, which was included in its automatic shelf registration statement on Form S-3 (No. 333-167985). The Prospectus Supplement relates to the sale by Dennis J. Wilson (the “Selling Stockholder”) of up to 3,000,000 shares of the Company’s common stock, par value $0.01 per share. These shares of common stock have been issued or are issuable to the Selling Stockholder upon his exchange of an equivalent number of the exchangeable shares of Lulu Canadian Holding, Inc. (an indirect wholly-owned subsidiary of the Company).",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-10-063778.txt
TXT,8-K,2010-09-10,2.02,Results of Operations and Financial Condition (8-K),0,"On September 10, 2010, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the second fiscal quarter ended August 1, 2010 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on September 10, 2010 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-10-085085.txt
TXT,8-K,2010-12-09,2.02,Results of Operations and Financial Condition (8-K),0,"On December 9, 2010, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third fiscal quarter ended October 31, 2010 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on December 9, 2010 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-10-112223.txt
TXT,8-K,2011-01-11,7.01,Regulation FD Disclosure (8-K),0,"On January 11, 2011, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter ending January 30, 2011 and certain other information. The Company is furnishing a copy of the press release hereto as Exhibit 99.1.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-11-002046.txt
TXT,8-K,2011-02-15,8.01,Other Events (8-K),0,"On February 15, 2011, we announced that, through our wholly-owned subsidiary, lululemon athletica canada inc., we entered into a Purchase and Sale Agreement with 2725312 Canada Inc., effective as of December 22, 2010, pursuant to which we will purchase real property located at 1818 Cornwall Avenue in Vancouver, British Columbia, and a 130,000 square foot office building located on that site for an aggregate purchase price of $65,000,000 CAD. We intend to continue using the property as our corporate headquarters. We currently expect to close the purchase of the property on or around March 1, 2011.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-11-014297.txt
TXT,8-K,2011-03-17,2.02,Results of Operations and Financial Condition (8-K),0,"On March 17, 2011, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended January 30, 2011 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on March 17, 2011 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-11-026199.txt
TXT,8-K,2011-06-10,2.02,Results of Operations and Financial Condition (8-K),0,"On June 10, 2011, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first quarter ended May 1, 2011 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on June 10, 2011 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-11-058109.txt
TXT,8-K,2011-09-09,2.02,Results of Operations and Financial Condition (8-K),0,"On September 9, 2011, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the second fiscal quarter ended July 31, 2011 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on September 9, 2011 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-11-083588.txt
TXT,8-K,2011-12-01,2.02,Results of Operations and Financial Condition (8-K),0,"On December 1, 2011, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third quarter ended October 30, 2011 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on December 1, 2011 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0000950123-11-101363.txt
TXT,8-K,2012-01-10,7.01,Regulation FD Disclosure (8-K),0,"On January 10, 2012, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter ending January 29, 2012 and certain other information. The Company is furnishing a copy of the press release hereto as Exhibit 99.1.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-12-007273.txt
TXT,8-K,2012-03-22,2.02,Results of Operations and Financial Condition (8-K),0,"On March 22, 2012, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended January 29, 2012 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on March 22, 2012 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-12-126335.txt
TXT,8-K,2012-06-07,2.02,Results of Operations and Financial Condition (8-K),0,"On June 7, 2012, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first quarter ended April 29, 2012 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on June 7, 2012 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-12-262615.txt
TXT,8-K,2012-09-07,2.02,Results of Operations and Financial Condition (8-K),0,"On September 7, 2012, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the second quarter ended July 29, 2012 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on September 7, 2012 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-12-383836.txt
TXT,8-K,2012-12-06,2.02,Results of Operations and Financial Condition (8-K),0,"On December 6, 2012, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third quarter ended October 28, 2012 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on December 6, 2012 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-12-492839.txt
TXT,8-K,2012-12-12,7.01,Regulation FD Disclosure (8-K),0,"Under the plan Mr. Wilson proposes to adopt, he would sell up to 5.7 million shares of the Company’s common stock over a period of approximately 18 months. The shares sold under the plan would include shares of the Company’s common stock issuable upon the exchange of exchangeable shares of Lulu Canadian Holding, Inc. held by Mr. Wilson. Lulu Canadian Holding, Inc. is an indirect wholly-owned subsidiary of the Company. Exchangeable shares of Lulu Canadian Holding, Inc. may be exchanged on a one-for-one basis for shares of the Company’s common stock. If Mr. Wilson completed all the planned sales under this Rule 10b5-1 trading plan, he would beneficially own approximately 36.9 million shares (approximately 25.6%) of the Company’s outstanding common stock and common stock issuable upon exchange of exchangeable shares. On December 10, 2012, Dennis J. Wilson, founder and Chairman of the Board of Directors of lululemon athletica inc. (the “Company”) informed the Company that he intends to establish a pre-arranged stock trading plan to sell a portion of his stock in the Company over time as part of his individual long-term strategy for asset diversification and liquidity. Mr. Wilson indicated that he intends to adopt the stock trading plan in accordance with guidelines specified under Rule 10b5-1 of the Securities Exchange Act of 1934 and the Company’s policies regarding stock transactions.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-12-498890.txt
TXT,8-K,2013-01-07,8.01,Other Events (8-K),0,"On January 4, 2013, lululemon athletica inc. (the “Company”) filed with the U.S. Securities and Exchange Commission a prospectus supplement dated January 4, 2013 (the “Prospectus Supplement”) to its prospectus dated July 6, 2010, which was included in its automatic shelf registration statement on Form S-3 (No. 333-167985). The Prospectus Supplement relates to the sale by Dennis J. Wilson (the “Selling Stockholder”) of up to 5,700,000 shares of the Company’s common stock, par value $0.005 per share. These shares of common stock have been issued or are issuable to the Selling Stockholder upon his exchange of an equivalent number of the exchangeable shares of Lulu Canadian Holding, Inc. (an indirect wholly-owned subsidiary of the Company).",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-13-004128.txt
TXT,8-K,2013-01-14,7.01,Regulation FD Disclosure (8-K),0,"On January 14, 2013, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter ending February 3, 2013 and certain other information. The Company is furnishing a copy of the press release hereto as Exhibit 99.1.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-13-011928.txt
TXT,8-K,2013-03-21,2.02,Results of Operations and Financial Condition (8-K),0,"On March 21, 2013, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended February 3, 2013 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on March 21, 2013 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-13-118207.txt
TXT,8-K,2013-04-04,8.01,Other Events (8-K),0,"On April 3, 2013, we provided an update on our black luon production issues. After an evaluation of our previously disclosed black luon production issues, we concluded that the current specification and testing protocols for our signature fabric luon that were developed in 2006 have not materially changed. However, production of luon is a complex process with a number of different inputs, and fabric is the key factor. While the fabric involved may have met testing standards, it was on the low end of our tolerance scale and we have found that our testing protocols were incomplete for some of the variables in fabric characteristics. When combined with subtle style changes in pattern, the resulting end product had an unacceptable level of sheerness. We intend to take appropriate measures to address what we believe are the contributing causes of the black luon production issues.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-13-140668.txt
TXT,8-K,2013-06-10,2.02,Results of Operations and Financial Condition (8-K),0,"On June 10, 2013, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first quarter ended May 5, 2013 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. EST on June 10, 2013 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-13-253334.txt
TXT,8-K,2013-07-05,8.01,Other Events (8-K),0,"On July 3, 2013, lululemon athletica inc. (the “Company”) filed with the U.S. Securities and Exchange Commission a prospectus supplement dated July 3, 2013 (the “Prospectus Supplement”) to its prospectus dated July 3, 2013, which was included in its automatic shelf registration statement on Form S-3 (No. 333-189818). The Prospectus Supplement relates to the sale by Dennis J. Wilson (the “Selling Stockholder”) of up to 3,400,000 shares of the Company’s common stock, par value $0.005 per share. These shares of common stock have been issued or are issuable to the Selling Stockholder upon his exchange of an equivalent number of the exchangeable shares of Lulu Canadian Holding, Inc. (an indirect wholly-owned subsidiary of the Company).",nlp/raw_data/sec_filings_8k/lulu/8-K/0001193125-13-283129.txt
TXT,8-K,2013-09-12,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On September 12, 2013 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the second quarter ended August 4, 2013 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on September 12, 2013 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-13-000020.txt
TXT,8-K,2013-12-11,7.01,Regulation FD Disclosure (8-K),0,"Item 7.01. Regulation FD Disclosure. On December 9, 2013, we issued a press release announcing the appointment of Laurent Potdevin as Chief Executive Officer and as a director of lululemon. We also announced that Christine Day, our current Chief Executive Officer, is expected to remain with lululemon through the end of our fiscal year, which will be February 2, 2014. In addition, we announced that Dennis “Chip” Wilson, lululemon’s founder and the current non-executive Chairman of the Board of our board of directors, informed the board of directors that he is resigning from the position of non-executive Chairman of the Board, effective prior to our annual meeting in June 2014. Our board of directors selected Michael Casey, the current Lead Director of the board of directors, as the next non-executive Chairman of the Board. He is expected to assume this role upon Mr. Wilson’s resignation. Mr. Wilson will continue to serve as a member of the board of directors following the transition. The press release is furnished as Exhibit 99.1 to this current report.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-13-000040.txt
TXT,8-K,2013-12-12,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On December 12, 2013 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third quarter ended November 3, 2013 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on December 12, 2013 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-13-000046.txt
TXT,8-K,2014-01-13,7.01,Regulation FD Disclosure (8-K),0,"Item 7.01. Regulation FD Disclosure. On January 13, 2014, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter ending February 2, 2014 and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto. The information in this Current Report is being furnished and shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, as amended (the “Exchange Act”), nor shall such information be deemed incorporated by reference into any filing under the Securities Act of 1933, as amended, or the Exchange Act, except as expressly stated by specific reference to such filing.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-14-000005.txt
TXT,8-K,2014-03-27,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On March 27, 2014 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended February 2, 2014 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on March 27, 2014 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-14-000019.txt
TXT,8-K,2014-06-12,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On June 12, 2014 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first quarter ended May 4, 2014 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on June 12, 2014 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-14-000037.txt
TXT,8-K,2014-06-12,8.01,Other Events (8-K),0,"Item 8.01. Other Events On June 11, 2014, the Company's Board of Directors approved a stock repurchase program to buy back up to $450 million of its common shares in the open market at prevailing market prices. The timing and actual number of common shares to be repurchased will depend upon market conditions and other factors, in accordance with Securities and Exchange Commission requirements and it is expected to be completed in two years. Shares may be repurchased from time to time on the open market, through block trades or otherwise. Purchases may be started or stopped at any time without prior notice depending on market conditions and other factors. The Company intends to fund the share repurchase program through its available cash.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-14-000037.txt
TXT,8-K,2014-09-11,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On September 11, 2014 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the second quarter ended August 3, 2014 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. Eastern time on September 11, 2014 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-14-000057.txt
TXT,8-K,2014-12-11,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On December 11, 2014 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third quarter ended November 2, 2014 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. Eastern time on December 11, 2014 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-14-000076.txt
TXT,8-K,2015-01-12,7.01,Regulation FD Disclosure (8-K),0,"Item 7.01. Regulation FD Disclosure. On January 12, 2015, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter ending February 1, 2015 and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto. The information in this Current Report is being furnished and shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, as amended (the “Exchange Act”), nor shall such information be deemed incorporated by reference into any filing under the Securities Act of 1933, as amended, or the Exchange Act, except as expressly stated by specific reference to such filing.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-15-000004.txt
TXT,8-K,2015-03-26,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On March 26, 2015 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended February 1, 2015 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on March 26, 2015 to discuss its financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-15-000015.txt
TXT,8-K,2015-06-09,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On June 9, 2015 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first quarter ended May 3, 2015 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. Eastern time on June 9, 2015 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-15-000044.txt
TXT,8-K,2015-06-11,8.01,Other Events (8-K),0,"Item 8.01. Other Events. On June 11, 2015, lululemon athletica inc. (the “Company”) filed with the U.S. Securities and Exchange Commission a prospectus supplement dated June 10, 2015 (the “Prospectus Supplement”) to its prospectus dated July 3, 2013, which was included in its automatic shelf registration statement on Form S-3 (No. 333-189818). The Prospectus Supplement relates to the sale by Dennis J. Wilson, Shannon J. Wilson, LIPO Investments (USA), Inc., an entity that Mr. Wilson controls, and Five Boys Investments ULC, an entity that Mr. Wilson controls (together, the “Selling Stockholders”), of up to 20,109,131 shares of the Company’s common stock, par value $0.005 per share. These shares of common stock have been issued or are issuable to the Selling Stockholders upon the exchange of an equivalent number of the exchangeable shares of Lulu Canadian Holding, Inc. (an indirect wholly-owned subsidiary of the Company). The Company is filing the opinion of its counsel, DLA Piper LLP (US), as Exhibit 5.1 hereto, regarding the legality of the shares of common stock covered by the Prospectus Supplement.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-15-000052.txt
TXT,8-K,2015-09-10,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On September 10, 2015 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the second quarter ended August 2, 2015 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. Eastern time on September 10, 2015 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-15-000059.txt
TXT,8-K,2015-12-09,2.02,Results of Operations and Financial Condition (8-K),0,"Item 2.02. Results of Operations and Financial Condition. On December 9, 2015 , lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third quarter ended November 1, 2015 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. Eastern time on December 9, 2015 to discuss financial results.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-15-000070.txt
TXT,8-K,2016-01-11,7.01,Regulation FD Disclosure (8-K),0,"Item 7.01. Regulation FD Disclosure. On January 11, 2016, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter ending January 31, 2016 and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto. The information in this Current Report is being furnished and shall not be deemed “filed” for purposes of Section 18 of the Securities Exchange Act of 1934, as amended (the “Exchange Act”), nor shall such information be deemed incorporated by reference into any filing under the Securities Act of 1933, as amended, or the Exchange Act, except as expressly stated by specific reference to such filing.",nlp/raw_data/sec_filings_8k/lulu/8-K/0001397187-16-000074.txt
