id,report_id,ticker,company,date,source,doc_type,item,section_type,section_heading,chunk_index,page_start,page_end,text,source_file
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-3,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,earnings,2. Aritzia's Styles Win Sales at Higher Margin: Earnings Outlook,3,1,2,"Post-1Q Earnings Outlook: Aritzia could surpass 2Q guidance for 19-22% sales growth (vs. analysts' 20.8%) and its profit-margin view, benefiting from store openings over the past year -- including expanded flagship locations, e-commerce gains and strong reception to its fashion offerings. Full-year Ebitda margin guidance of 15.5-16.5%, vs. 14-15% prior and 14.8% in 2024, includes a tariff impact of around 150 bps, partly offset by higher markups, cost controls and reduced China dependence. Goods sourced from China for spring/summer 2026 will constitute about 5% of the total. About 12 new boutiques and five expanded and repositioned stores are planned. Second quarter-to-date sales show similar momentum to 1Q, with plans to launch its new mobile app and more activations such as collaborations like its Sperry x Aritzia. (07/11/25) This report may not be modified or altered in any way. The BLOOMBERG PROFESSIONAL service and BLOOMBERG Data are owned and distributed locally by Bloomberg Finance LP (""BFLP"") and its subsidiaries in all jurisdictions other than Argentina, Bermuda, China, India, Japan and Korea (the (""BFLP Countries""). BFLP is a wholly-owned subsidiary of Bloomberg LP (""BLP""). BLP provides BFLP with all the global marketing and operational support and service for the Services and distributes the Services either directly or through a non-BFLP subsidiary in the BLP Countries. BFLP, BLP and their affiliates do not provide investment advice, and nothing herein shall constitute an offer of financial instruments by BFLP, BLP or their affiliates. Highlights From Recent Results:",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-4,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,earnings,Million Above Analysts' $638.8 Million and 2Q Net Revenue,4,2,2,"Expected to Increase 19-22%, According to Guidance Gross Margin Expanded 320 Bps to 47.2%, 20 Bps Ahead of Consensus' 46.1%, on Leveraging Occupancy, Lower Warehousing Costs, Efficiencies",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-5,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,risk,"Inventory Up 3.2%, Better Than Analysts' 13% Rise",5,2,2,"Adjusted EPS Increased to 42 Canadian Cents, Topping Consensus’ 39 Cents, Up from 22 Cents in 1Q24 Additional Resources: Analyzer | BI » Earnings Release | NSN » Earnings Call Transcript | DOCV »",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-6,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,earnings,3. Aritzia's US Sales Momentum Builds on Expansion: 1Q Preview,6,2,2,"Aritzia's fiscal 1Q sales growth could exceed consensus at 24% and guidance for 24-28%, driven by higher customer traffic and transaction values, with e-commerce up more than in store, according to transaction data. Repeat visits outpaced new ones. Operating margin might top estimates to expand 282 bps, with virtually no tariff impact in 1Q and 400 bps expected for the full year, mainly in 2H. than 50%, topping consensus of 41%, likely bolstered by new and expanded flagship stores and their associated online growth. (07/01/25) Key Points:",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-7,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,growth,"Consensus Sees Comparable Sales Rising 15%, With Total Revenue",7,2,2,"Up 28% to C$636.2 Million, Near High End of C$620-C$640 Million Guidance Analysts Expect Gross Margin to Increase 200 Bps, in Line With Guidance Inventories May Rise 12% From Year Earlier to C$443 Million, Based on Estimates, Which Could Include Forward Buying Ahead of Tariffs EPS Might Climb 80% to 40 Canadian Cents, Based on Consensus Additional Resources: Analyzer | BI » Earnings Calendar | EVTS »",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-8,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,risk,4. Aritzia Tariff Drag Mostly Eased as Sales Rose: Earnings Outlook,8,2,3,"Post-4Q Earnings Outlook: Aritzia could surpass 1Q guidance for 24-28% sales growth (vs. analysts' 21.7%) and its profit margin view, benefiting from recent store openings, including expanded flagship locations, e-commerce gains and strong reception to its fashion offerings. Full- year Ebitda margin guidance of 14-15% includes a tariff impact of around 400 bps, partly offset by higher markups, cost controls and reduced China dependence. Goods sourced from China for fall/winter will constitute about 20% of the total, with spring 2026 declining to around 5%. About 12 new boutiques and five expanded and repositioned stores are planned. US sales are tracking well above consensus' 22%, supporting the sales guidance amid robust traffic. (05/01/25) This report may not be modified or altered in any way. The BLOOMBERG PROFESSIONAL service and BLOOMBERG Data are owned and distributed locally by Bloomberg Finance LP (""BFLP"") and its subsidiaries in all jurisdictions other than Argentina, Bermuda, China, India, Japan and Korea (the (""BFLP Countries""). BFLP is a wholly-owned subsidiary of Bloomberg LP (""BLP""). BLP provides BFLP with all the global marketing and operational support and service for the Services and distributes the Services either directly or through a non-BFLP subsidiary in the BLP Countries. BFLP, BLP and their affiliates do not provide investment advice, and nothing herein shall constitute an offer of financial instruments by BFLP, BLP or their affiliates. Highlights From Recent Results:",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-9,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,earnings,"4Q Comparable Sales Rose 26%, With Net Revenue of C$895",9,3,3,"Million Above Analysts' $846 Million and 1Q Net Revenue Expected to Increase 24-28%, According to Guidance Gross Margin Expanded 420 Bps to 42.5%, 20 Bps Ahead of Consensus' 42.3%, on Lower Markdowns, Higher Initial Mark-Ons, Lower Warehousing Costs, Efficiencies",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-10,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,risk,"Inventory Up 11.5%, Better Than Analysts' 24.6% Rise",10,3,3,"Adjusted EPS Increased to 83 Canadian Cents, Topping Consensus’ 70 Cents, Up from 34 Cents in 4Q23 Additional Resources: Analyzer | BI » Earnings Release | NSN » Earnings Call Transcript | DOCV »",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-11,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,risk,5. Aritzia's Strong US Sales Momentum Meets Tariff Wall: 4Q Preview,11,3,3,"Aritzia's 4Q sales growth could substantially surpass analysts' 24% estimate and guidance for 22-25%, driven by higher customer traffic and transaction values. This could boost operating margin above the projected 13.9%. Investors will focus on management's strategies around higher tariffs, particularly on Chinese goods (about 30% of US sourcing in 2024) and their impact on pricing and margins for 2025. also tracking well above consensus' 27.8% estimate, likely as sales from newer stores and expanded flagship reopenings bolster the top line. (04/24/25) Key Points:",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook-12,20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook,ATZ,,,bloomberg,research_note,,growth,"Consensus Sees Comparable Sales Rising 14.5%, With Total",12,3,3,"Revenue Up 24% to C$845.8 Million, Near High End of C$830- C$850 Million Guidance Analysts Expect Gross Margin to Increase 400 Bps Commensurate With Guidance Inventories May Rise 31% Year Over Year to C$445 Million, Based",nlp\raw_data\bloomberg\atz_research\20231107_Aritzia_Sales_Could_Warm_Up_If_Cold_Sets_In-_Earnings_Outlook.pdf
